"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"FGBI","First Guaranty Bancshares, Inc.","12.48","$121.57M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/fgbi",
"FHB","First Hawaiian, Inc.","14.42","$1.87B","2016","Finance","Major Banks","https://old.nasdaq.com/symbol/fhb",
"INBK","First Internet Bancorp","14.58","$142.87M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/inbk",
"INBKL","First Internet Bancorp","25.59","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/inbkl",
"INBKZ","First Internet Bancorp","24.7","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/inbkz",
"FIBK","First Interstate BancSystem, Inc.","32.16","$2.08B","2010","Finance","Major Banks","https://old.nasdaq.com/symbol/fibk",
"FRME","First Merchants Corporation","23.49","$1.27B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/frme",
"FMBH","First Mid Bancshares, Inc.","25.09","$419.71M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fmbh",
"FMBI","First Midwest Bancorp, Inc.","10.82","$1.24B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fmbi",
"FMBIO","First Midwest Bancorp, Inc.","27.52","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fmbio",
"FMBIP","First Midwest Bancorp, Inc.","27.14","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fmbip",
"FXNC","First National Corporation","14.12","$68.51M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fxnc",
"FNWB","First Northwest Bancorp","9.83","$101.28M","2015","Finance","Banks","https://old.nasdaq.com/symbol/fnwb",
"FSFG","First Savings Financial Group, Inc.","52.81","$125.44M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/fsfg",
"FSEA","First Seacoast Bancorp","7.61","$46.3M","2019","Finance","Savings Institutions","https://old.nasdaq.com/symbol/fsea",
"FSLR","First Solar, Inc.","68.57","$7.27B","2006","Technology","Semiconductors","https://old.nasdaq.com/symbol/fslr",
"FAAR","First Trust Alternative Absolute Return Strategy ETF","26.945","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/faar",
"FPA","First Trust Asia Pacific Ex-Japan AlphaDEX Fund","26.57","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fpa",
"BICK","First Trust BICK Index Fund","29.4739","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bick",
"FBZ","First Trust Brazil AlphaDEX Fund","10.47","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fbz",
"FTHI","First Trust BuyWrite Income ETF","19.13","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fthi",
"FCAL","First Trust California Municipal High income ETF","52.82","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fcal",
"FCAN","First Trust Canada AlphaDEX Fund","20.5564","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fcan",
"FTCS","First Trust Capital Strength ETF","63.62","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftcs",
"FCEF","First Trust CEF Income Opportunity ETF","19.77","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fcef",
"FCA","First Trust China AlphaDEX Fund","26.43","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fca",
"SKYY","First Trust Cloud Computing ETF","79.41","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/skyy",
"RNDM","First Trust Developed International Equity Select ETF","47.82","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rndm",
"FDT","First Trust Developed Markets Ex-US AlphaDEX Fund","50.61","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fdt",
"FDTS","First Trust Developed Markets ex-US Small Cap AlphaDEX Fund","36.525","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fdts",
"FVC","First Trust Dorsey Wright Dynamic Focus 5 ETF","26.5965","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fvc",
"FV","First Trust Dorsey Wright Focus 5 ETF","34.7036","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fv",
"IFV","First Trust Dorsey Wright International Focus 5 ETF","19","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ifv",
"DDIV","First Trust Dorsey Wright Momentum & Dividend ETF","21.2599","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ddiv",
"DVOL","First Trust Dorsey Wright Momentum & Low Volatility ETF","22.5966","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dvol",
"DVLU","First Trust Dorsey Wright Momentum & Value ETF","15.2898","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dvlu",
"DWPP","First Trust Dorsey Wright People&#39;s Portfolio ETF","25.37","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dwpp",
"DALI","First Trust DorseyWright DALI 1 ETF","18.11","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dali",
"FDNI","First Trust Dow Jones International Internet ETF","39.71","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fdni",
"FEM","First Trust Emerging Markets AlphaDEX Fund","21.87","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fem",
"RNEM","First Trust Emerging Markets Equity Select ETF","41.4388","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rnem",
"FEMB","First Trust Emerging Markets Local Currency Bond ETF","34.3594","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/femb",
"FEMS","First Trust Emerging Markets Small Cap AlphaDEX Fund","33.97","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fems",
"FTSM","First Trust Enhanced Short Maturity ETF","60.05","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftsm",
"FEP","First Trust Europe AlphaDEX Fund","33.84","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fep",
"FEUZ","First Trust Eurozone AlphaDEX ETF","36.6599","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/feuz",
"FGM","First Trust Germany AlphaDEX Fund","44.3205","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fgm",
"FTGC","First Trust Global Tactical Commodity Strategy Fund","16.7824","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftgc",
"FTLB","First Trust Hedged BuyWrite Income ETF","19.235","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftlb",
"HYLS","First Trust High Yield Long/Short ETF","47.35","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hyls",
"FHK","First Trust Hong Kong AlphaDEX Fund","33.935","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fhk",
"NFTY","First Trust India Nifty 50 Equal Weight ETF","31.28","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nfty",
"FTAG","First Trust Indxx Global Agriculture ETF","21.8","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftag",
"FTRI","First Trust Indxx Global Natural Resources Income ETF","9.55","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftri",
"LEGR","First Trust Indxx Innovative Transaction & Process ETF","31.51","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/legr",
"NXTG","First Trust Indxx NextG ETF","59.8356","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nxtg",
"FPXI","First Trust International Equity Opportunities ETF","57.52","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fpxi",
"FPXE","First Trust IPOX Europe Equity Opportunities ETF","25.04","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fpxe",
"FJP","First Trust Japan AlphaDEX Fund","48.7955","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fjp",
"FEX","First Trust Large Cap Core AlphaDEX Fund","63.6","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fex",
"FTC","First Trust Large Cap Growth AlphaDEX Fund","85.07","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftc",
"RNLC","First Trust Large Cap US Equity Select ETF","24.0175","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rnlc",
"FTA","First Trust Large Cap Value AlphaDEX Fund","46.66","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fta",
"FLN","First Trust Latin America AlphaDEX Fund","14.8894","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fln",
"LMBS","First Trust Low Duration Opportunities ETF","51.68","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lmbs",
"LDSF","First Trust Low Duration Strategic Focus ETF","20.37","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ldsf",
"FMB","First Trust Managed Municipal ETF","55.6","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fmb",
"FMK","First Trust Mega Cap AlphaDEX Fund","39.096","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fmk",
"FNX","First Trust Mid Cap Core AlphaDEX Fund","66.83","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fnx",
"FNY","First Trust Mid Cap Growth AlphaDEX Fund","54.36","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fny",
"RNMC","First Trust Mid Cap US Equity Select ETF","19.7133","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rnmc",
"FNK","First Trust Mid Cap Value AlphaDEX Fund","27.641","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fnk",
"FAD","First Trust Multi Cap Growth AlphaDEX Fund","87.44","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fad",
"FAB","First Trust Multi Cap Value AlphaDEX Fund","46.81","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fab",
"MDIV","First Trust Multi-Asset Diversified Income Index Fund","13.6","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mdiv",
"MCEF","First Trust Municipal CEF Income Opportunity ETF","19.16","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mcef",
"FMHI","First Trust Municipal High Income ETF","51.805","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fmhi",
"QABA","First Trust NASDAQ ABA Community Bank Index Fund","31.99","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/qaba",
"ROBT","First Trust Nasdaq Artificial Intelligence and Robotics ETF","39.44","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/robt",
"FTXO","First Trust Nasdaq Bank ETF","16.94","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftxo",
"QCLN","First Trust NASDAQ Clean Edge Green Energy Index Fund","45.61","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/qcln",
"GRID","First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ","63.8697","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/grid",
"CIBR","First Trust NASDAQ Cybersecurity ETF","35.37","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cibr",
"FTXG","First Trust Nasdaq Food & Beverage ETF","21.0613","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftxg",
"CARZ","First Trust NASDAQ Global Auto Index Fund","39.385","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/carz",
"FTXN","First Trust Nasdaq Oil & Gas ETF","9.0494","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftxn",
"FTXH","First Trust Nasdaq Pharmaceuticals ETF","24.08","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftxh",
"FTXD","First Trust Nasdaq Retail ETF","26.9729","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftxd",
"FTXL","First Trust Nasdaq Semiconductor ETF","48.73","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftxl",
"TDIV","First Trust NASDAQ Technology Dividend Index Fund","44.14","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tdiv",
"FTXR","First Trust Nasdaq Transportation ETF","23.55","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftxr",
"QQEW","First Trust NASDAQ-100 Equal Weighted Index Fund","87.5775","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/qqew",
"QQXT","First Trust NASDAQ-100 Ex-Technology Sector Index Fund","69.1415","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/qqxt",
"QTEC","First Trust NASDAQ-100- Technology Index Fund","119.39","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/qtec",
"AIRR","First Trust RBA American Industrial Renaissance ETF","25.88","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/airr",
"RDVY","First Trust Rising Dividend Achievers ETF","32.83","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rdvy",
"RFAP","First Trust RiverFront Dynamic Asia Pacific ETF","50.2419","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rfap",
"RFDI","First Trust RiverFront Dynamic Developed International ETF","56.9","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rfdi",
"RFEM","First Trust RiverFront Dynamic Emerging Markets ETF","61.1194","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rfem",
"RFEU","First Trust RiverFront Dynamic Europe ETF","58.98","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rfeu",
"FID","First Trust S&P International Dividend Aristocrats ETF","14.225","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fid",
"FTSL","First Trust Senior Loan Fund ETF","46.24","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftsl",
"FYX","First Trust Small Cap Core AlphaDEX Fund","58.85","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fyx",
"FYC","First Trust Small Cap Growth AlphaDEX Fund","48.136","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fyc",
"RNSC","First Trust Small Cap US Equity Select ETF","18.454","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rnsc",
"FYT","First Trust Small Cap Value AlphaDEX Fund","31.27","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fyt",
"SDVY","First Trust SMID Cap Rising Dividend Achievers ETF","18.2838","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sdvy",
"FKO","First Trust South Korea AlphaDEX Fund","19.9233","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fko",
"FCVT","First Trust SSI Strategic Convertible Securities ETF","40.9","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fcvt",
"FDIV","First Trust Strategic Income ETF","44.48","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fdiv",
"FSZ","First Trust Switzerland AlphaDEX Fund","54.12","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fsz",
"FIXD","First Trust TCW Opportunistic Fixed Income ETF","55.17","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fixd",
"TUSA","First Trust Total US Market AlphaDEX ETF","33.5484","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tusa",
"FKU","First Trust United Kingdom AlphaDEX Fund","31.0736","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fku",
"RNDV","First Trust US Equity Dividend Select ETF","21.3565","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rndv",
"FUNC","First United Corporation","11.78","$82.28M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/func",
"FUSB","First US Bancshares, Inc.","6.425","$39.69M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fusb",
"MYFW","First Western Financial, Inc.","12.5","$99.4M","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/myfw",
"FCFS","FirstCash, Inc.","59.19","$2.45B","1991","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/fcfs",
"SVVC","Firsthand Technology Value Fund, Inc.","4.03","$27.78M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/svvc",
"FSV","FirstService Corporation","133.04","$5.78B","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/fsv",
"FISV","Fiserv, Inc.","104.25","$69.81B","1986","Technology","EDP Services","https://old.nasdaq.com/symbol/fisv",
"FIVE","Five Below, Inc.","129.13","$7.21B","2012","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/five",
"FPRX","Five Prime Therapeutics, Inc.","4.92","$180.21M","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/fprx",
"FVE","Five Star Senior Living Inc.","4.9","$154.72M","n/a","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/fve",
"FIVN","Five9, Inc.","131.95","$8.62B","2014","Technology","EDP Services","https://old.nasdaq.com/symbol/fivn",
"FLEX","Flex Ltd.","11.38","$5.7B","1994","Technology","Electrical Products","https://old.nasdaq.com/symbol/flex",
"FLXN","Flexion Therapeutics, Inc.","10.45","$515.22M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/flxn",
"SKOR","FlexShares Credit-Scored US Corporate Bond Index Fund","54.8045","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/skor",
"ASET","FlexShares Real Assets Allocation Index Fund","26.66","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aset",
"ESG","FlexShares Trust","81.6809","$42.88M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/esg",
"ESGG","FlexShares Trust","110.1609","$99.14M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/esgg",
"LKOR","FlexShares Trust","62.3399","$18.7M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lkor",
"QLC","FlexShares Trust","36.8073","$53.37M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/qlc",
"MBSD","FlexShares Trust FlexShares Disciplined Duration MBS Index Fun","24.12","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mbsd",
"FPAY","FlexShopper, Inc.","1.75","$37.38M","n/a","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/fpay",
"FLXS","Flexsteel Industries, Inc.","24.47","$188.25M","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/flxs",
"FLIR","FLIR Systems, Inc.","35.44","$4.65B","1993","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/flir",
"FLWR","Flowr Corporation (The)","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/flwr",
"FLNT","Fluent, Inc.","2.56","$195.36M","n/a","Consumer Services","Advertising","https://old.nasdaq.com/symbol/flnt",
"FLDM","Fluidigm Corporation","7.91","$583.73M","2011","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/fldm",
"FFIC","Flushing Financial Corporation","10.72","$302.5M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ffic",
